"SORT","TECTNO","TECTCODE","TECTNAME","TECTTYPE","LITHOLOGY","TECTSETTIN","TSETT_QUAL","PARENTCODE","PARENTNAME","PARENTTYPE","STATE","WATECTUNIT","SSUITE_TEC","SUITE_TEC","CRATON","SUPERTERRA","CRATON_TER","DOMAIN_","GREENSTONE","SUPERBASIN","BASIN","SUBBASIN","SUBBASIN_E","OROGEN","PROVINCE","PROV_TZONE","TECT_SUBDI","OROG_FOR","OROG_FORSU","IN_OUTLIER","EVENTS","ERA_FROM","ERA_TO","MAX_AGE_MA","MIN_AGE_MA","TECTCOLOUR","SYMBOL"
"2","194","MEW","Western Mentelle Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","MEN","Mentelle Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Mentelle Basin","Western Mentelle Sub-basin","","","","","","","","","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Mesozoic","Cenozoic","174","0","MZ-s","MESOZOIC; sedimentary rocks"
"22","118","MK","Mount Minnie Basin","Basin","sedimentary rocks","basin","intracratonic basin","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Mount Minnie Basin","","","Capricorn Orogen","","","","","","","Mangaroon Orogeny (1682 - 1619 Ma)","Paleoproterozoic","Paleoproterozoic","1800","1600","P_P-s","PALEOPROTEROZOIC; sedimentary rocks"
"17","135","MO","Moora Basin","Basin","sedimentary and volcanic rocks","basin","continental margin","PJO","Pinjarra Orogen","Orogen","Western Australia","","","","","","","","","","Moora Basin","","","Pinjarra Orogen","","","","","","","Leeuwin Orogeny (780 - 515 Ma)","Mesoproterozoic","Neoproterozoic","1600","541","P_MN-sv","MESOPROTEROZOIC-NEOPROTEROZOIC; sedimentary and volcanic rocks"
"43","312","MR","Maitland River Supersuite","Supersuite","granitic rocks","igneous","undivided","PDG","De Grey Superbasin","Superbasin","Western Australia","West Australian Craton","Maitland River Supersuite","","Pilbara Craton","","","","","De Grey Superbasin","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","3000","2980","AM-g","MESOARCHEAN; granitic rocks"
"20","103","MS","Scorpion Basin","Basin","sedimentary rocks","basin","continental margin","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Scorpion Basin","","","Capricorn Orogen","","","","","","","Edmundian Orogeny (1026 - 954 Ma); Mutherbukin Tectonic Event (1321 - 1171 Ma)","Paleoproterozoic","Mesoproterozoic","1640","1080","P_M-s","MESOPROTEROZOIC; sedimentary rocks"
"29","25","MU","Musgrave Province","Province","igneous and metamorphic rocks","orogen","undivided","PTO","Paterson Orogen","Orogen","Western Australia","","","","","","","","","","","","","Paterson Orogen","Musgrave Province","","","","","","Alice Springs Orogeny (450 - 295 Ma); Petermann Orogeny (580 - 520 Ma); Paterson Orogeny (635 - 540 Ma); Giles Event (1085 - 1040 Ma); Musgrave Orogeny (1220 - 1150 Ma); Mount West Orogeny (1345 - 1293 Ma)","Mesoproterozoic","Mesoproterozoic","1600","1150","P_M-im","MESOPROTEROZOIC; igneous and metamorphic rocks"
"20","92","MV","Salvation Basin","Basin","sedimentary rocks","basin","undivided","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Salvation Basin","","","Capricorn Orogen","","","","","","","Edmundian Orogeny (1026 - 954 Ma)","Mesoproterozoic","Mesoproterozoic","1200","1066","P_M-s","MESOPROTEROZOIC; sedimentary rocks"
"16","86","NA","Amadeus Basin (Phase 1)","Basin","sedimentary rocks","basin","intracratonic basin","CNS","Centralian Superbasin","Superbasin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Amadeus Basin (Phase 1)","","","","","","","","","","Delamerian Orogeny (520 - 505 Ma); Petermann Orogeny (580 - 520 Ma)","Neoproterozoic","Paleozoic","1000","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","148","NAB","Amadeus Basin (Phase 1), Baron Inlier","Inlier/Outlier","sedimentary rocks","basin","continental platform","NA","Amadeus Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Amadeus Basin (Phase 1)","","","","","","","","","Amadeus Basin (Phase 1), Baron Inlier","Petermann Orogeny (580 - 520 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"46","8","NAC","North Australian Craton","WA Unit","igneous, sedimentary, and metamorphic rocks","craton","undivided","WA","STATE","Western Australia","Western Australia","North Australian Craton","","","","","","","","","","","","","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Kalkarindji Supersuite Magmatic Event (511 - 511 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma); Stafford Event (1810 - 1790 Ma); Halls Creek Orogeny (1832 - 1808 Ma); Halls Creek Orogeny D2/M2 (1821 - 1808 Ma); Halls Creek Orogeny D1/M1 (1832 - 1821 Ma); Tanami Event (1850 - 1830 Ma); Hooper Orogeny (1870 - 1850 Ma); Hooper Orogeny D2/M2 - Central Zone (1850 - 1850 Ma); Hooper Orogeny D2/M2 - Western Zone (1864 - 1850 Ma); Hooper Orogeny D1/M1 - Central Zone (1863 - 1850 Ma); Hooper Orogeny D1/M1 - Western Zone (1870 - 1864 Ma); North Australian Craton events (2500 - 250 Ma)","Archean","Paleozoic","4000","299","AP_-ism","ARCHEAN-PROTEROZOIC; igneous, sedimentary, and metamorphic rocks"
"16","146","NAK","Amadeus Basin (Phase 1), Clutterbuck Inlier","Inlier/Outlier","sedimentary rocks","basin","continental platform","NA","Amadeus Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Amadeus Basin (Phase 1)","","","","","","","","","Amadeus Basin (Phase 1), Clutterbuck Inlier","Petermann Orogeny (580 - 520 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"4","280","NAY","Amadeus Basin (Phase 2)","Basin","sedimentary rocks","basin","intracratonic basin","PHB","Phanerozoic basins","WA Unit","Western Australia","Phanerozoic basins","","","","","","","","","Amadeus Basin (Phase 2)","","","","","","","","","","Rodingan Movement (Alice Springs Orogeny phase 1) (450 - 420 Ma)","Paleozoic","Paleozoic","515","318","PZ-s","PALEOZOIC; sedimentary rocks"
"16","257","NL","Louisa Basin","Basin","sedimentary rocks","basin","continental platform","CNS","Centralian Superbasin","Superbasin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Louisa Basin","","","","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma)","Neoproterozoic","Neoproterozoic","1000","541","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","260","NLH","Mount House Sub-basin","Sub-basin","sedimentary rocks","basin","continental platform","NL","Louisa Basin","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Louisa Basin","Mount House Sub-basin","","","","","","","","","Wunaamin Miliwundi Orogeny (670 - 510 Ma)","Neoproterozoic","Neoproterozoic","1000","541","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"15","259","NLO","Oscar Range Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental platform","NL","Louisa Basin","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Louisa Basin","Oscar Range Sub-basin","","","","","","","","","Wunaamin Miliwundi Orogeny (670 - 510 Ma)","Neoproterozoic","Neoproterozoic","1000","541","P_N-sv","NEOPROTEROZOIC; sedimentary and volcanic rocks"
"16","258","NM","Murraba Basin","Basin","sedimentary rocks","basin","undivided","CNS","Centralian Superbasin","Superbasin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Murraba Basin","","","","","","","","","","Alice Springs Orogeny (450 - 295 Ma)","Neoproterozoic","Neoproterozoic","1000","541","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","101","NOB","Birksgate Sub-basin (Phase 1)","Sub-basin","sedimentary rocks","basin","intracratonic basin","NO","Officer Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Officer Basin (Phase 1)","Birksgate Sub-basin (Phase 1)","","","","","","","","","Officer Basin Cenozoic diapirism (66 - 0.01 Ma); Delamerian Orogeny (520 - 505 Ma); Petermann Orogeny (580 - 520 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","93","NOD","Westwood Shelf","Sub-basin","sedimentary rocks","basin","intracratonic basin","NO","Officer Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Officer Basin (Phase 1)","Westwood Shelf","","","","","","","","","Officer Basin Cenozoic diapirism (66 - 0.01 Ma); Delamerian Orogeny (520 - 505 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","102","NOI","Officer Basin (Phase 1), Ilma Inlier","Inlier/Outlier","sedimentary rocks","basin","intracratonic basin","NO","Officer Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Officer Basin (Phase 1)","","","","","","","","","Officer Basin (Phase 1), Ilma Inlier","Delamerian Orogeny (520 - 505 Ma); Petermann Orogeny (580 - 520 Ma)","Neoproterozoic","Neoproterozoic","850","635","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","95","NOL","Blake Sub-basin","Sub-basin","sedimentary rocks","basin","continental platform","NO","Officer Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Officer Basin (Phase 1)","Blake Sub-basin","","","","","","","","","Paterson Orogeny (635 - 540 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","99","NOS","Salt-ruptured Zone (Phase 1)","Sub-basin","sedimentary rocks","basin","continental platform","NO","Officer Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Officer Basin (Phase 1)","Salt-ruptured Zone (Phase 1)","","","","","","","","","Delamerian Orogeny (520 - 505 Ma); Petermann Orogeny (580 - 520 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","96","NOW","Wells Sub-basin","Sub-basin","sedimentary rocks","basin","continental platform","NO","Officer Basin (Phase 1)","Basin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Officer Basin (Phase 1)","Wells Sub-basin","","","","","","","","","Paterson Orogeny (635 - 540 Ma)","Neoproterozoic","Paleozoic","850","510","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"5","279","NOY","Officer Basin (Phase 2)","Basin","sedimentary and volcanic rocks","basin","continental platform","PHB","Phanerozoic basins","WA Unit","Western Australia","Phanerozoic basins","","","","","","","","","Officer Basin (Phase 2)","","","","","","","","","","Gondwana breakup - southern margin (100.5 - 93.9 Ma); Rodingan Movement (Alice Springs Orogeny phase 1) (450 - 420 Ma)","Paleozoic","Paleozoic","515","359","PZ-sv","PALEOZOIC; sedimentary and volcanic rocks"
"10","76","NR","Narimbunna Dolerite","Suite","mafic/ultramafic intrusive/extrusive rocks","igneous","mafic dyke swarm","LIP","Large igneous provinces and dyke swarms","WA Unit","Western Australia","Large igneous provinces and dyke swarms","","Narimbunna Dolerite","","","","","","","","","","","","","","","","","Edmundian Orogeny (1026 - 954 Ma); Mutherbukin Tectonic Event (1321 - 1171 Ma); Narimbunna Dolerite Magmatic Event (1465 - 1449 Ma)","Mesoproterozoic","Mesoproterozoic","1465","1449","P_M-LIP","MESOPROTEROZOIC; mafic/ultramafic intrusive/extrusive rocks"
"16","74","NV","Victoria Basin","Basin","sedimentary rocks","basin","undivided","CNS","Centralian Superbasin","Superbasin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Victoria Basin","","","","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma)","Neoproterozoic","Neoproterozoic","1000","635","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","58","NW","Wolfe Basin","Basin","sedimentary rocks","basin","intracratonic basin","CNS","Centralian Superbasin","Superbasin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Wolfe Basin","","","","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma)","Neoproterozoic","Neoproterozoic","1000","541","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"16","62","NY","Yeneena Basin","Basin","sedimentary rocks","basin","intracratonic basin","CNS","Centralian Superbasin","Superbasin","Western Australia","Neoproterozoic basins","","","","","","","","Centralian Superbasin","Yeneena Basin","","","","","","","","","","Paterson Orogeny (635 - 540 Ma); Miles Orogeny (650 - 600 Ma)","Neoproterozoic","Neoproterozoic","1000","541","P_N-s","NEOPROTEROZOIC; sedimentary rocks"
"43","342","OP","Orpheus Supersuite","Supersuite","granitic rocks","igneous","undivided","PDG","De Grey Superbasin","Superbasin","Western Australia","West Australian Craton","Orpheus Supersuite","","Pilbara Craton","","","","","De Grey Superbasin","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma); Fortescue Rifting Event (2775 - 2752 Ma)","Mesoarchean","Mesoarchean","3023","3012","AM-g","MESOARCHEAN; granitic rocks"
"5","71","OR","Ord Basin","Basin","sedimentary and volcanic rocks","basin","intracratonic basin","PHB","Phanerozoic basins","WA Unit","Western Australia","Phanerozoic basins","","","","","","","","","Ord Basin","","","","","","","","","","Pertnjara-Brewer Movements (Alice Springs Orogeny phase 2) (390 - 360 Ma); Rodingan Movement (Alice Springs Orogeny phase 1) (450 - 420 Ma)","Paleozoic","Paleozoic","515","359","PZ-sv","PALEOZOIC; sedimentary and volcanic rocks"
"5","391","ORA","Ord Basin, Argyle Syncline","Sub-basin","sedimentary and volcanic rocks","basin","intracratonic basin","OR","Ord Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Ord Basin","Ord Basin, Argyle Syncline","","","","","","","","","Pertnjara-Brewer Movements (Alice Springs Orogeny phase 2) (390 - 360 Ma); Rodingan Movement (Alice Springs Orogeny phase 1) (450 - 420 Ma)","Paleozoic","Paleozoic","515","359","PZ-sv","PALEOZOIC; sedimentary and volcanic rocks"
"5","392","ORH","Ord Basin, Hardman Syncline","Sub-basin","sedimentary and volcanic rocks","basin","intracratonic basin","OR","Ord Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Ord Basin","Ord Basin, Hardman Syncline","","","","","","","","","Pertnjara-Brewer Movements (Alice Springs Orogeny phase 2) (390 - 360 Ma); Rodingan Movement (Alice Springs Orogeny phase 1) (450 - 420 Ma)","Paleozoic","Paleozoic","515","359","PZ-sv","PALEOZOIC; sedimentary and volcanic rocks"
"5","390","ORR","Ord Basin, Rosewood Syncline","Sub-basin","sedimentary and volcanic rocks","basin","intracratonic basin","OR","Ord Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Ord Basin","Ord Basin, Rosewood Syncline","","","","","","","","","Pertnjara-Brewer Movements (Alice Springs Orogeny phase 2) (390 - 360 Ma); Rodingan Movement (Alice Springs Orogeny phase 1) (450 - 420 Ma)","Paleozoic","Paleozoic","515","359","PZ-sv","PALEOZOIC; sedimentary and volcanic rocks"
"20","73","OS","Osmond Basin","Basin","sedimentary rocks","basin","undivided","HCO","Halls Creek Orogen","Orogen","Western Australia","North Australian Craton","","","","","","","","","Osmond Basin","","","Halls Creek Orogen","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Wunaamin Miliwundi Orogeny (670 - 510 Ma); Yampi Orogeny (1000 - 800 Ma)","Paleoproterozoic","Mesoproterozoic","1797","1000","P_M-s","MESOPROTEROZOIC; sedimentary rocks"
"41","12","P","Pilbara Craton","Craton","granite-greenstones","craton","granite-greenstone","WAC","West Australian Craton","WA Unit","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","","South Pilbara Fragmentation (2630 - 2445 Ma); Split Rock Supersuite Magmatic Event (2890 - 2830 Ma); Mosquito Creek Orogeny (2905 - 2890 Ma); North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Emu Pool Event (3300 - 3290 Ma); Warrawoona Event (3430 - 3410 Ma); Pilbara Craton events (3800 - 2830 Ma); Karratha Event (3160 - 3140 Ma)","Eoarchean","Mesoarchean","3800","2830","A-gg","ARCHEAN; granite-greenstones"
"41","334","PBK","Pilbara Craton, Billinooka Inlier","Inlier/Outlier","granite-greenstones","craton","granitic complex","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Billinooka Inlier","Pilbara Craton breakup (2775 - 2445 Ma); Mosquito Creek Orogeny (2905 - 2890 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma)","Paleoarchean","Mesoarchean","3530","2895","A-gg","ARCHEAN; granite-greenstones"
"41","335","PCN","Pilbara Craton, Cooninia Inlier","Inlier/Outlier","granite-greenstones","craton","granitic complex","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Cooninia Inlier","Pilbara Craton breakup (2775 - 2445 Ma); Mosquito Creek Orogeny (2905 - 2890 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma)","Paleoarchean","Mesoarchean","3530","2895","A-gg","ARCHEAN; granite-greenstones"
"36","276","PCSO","Soanesville Basin","Basin","sedimentary rocks","basin","passive margin","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","Soanesville Basin","","","","","","","","","","Mosquito Creek Orogeny (2905 - 2890 Ma); North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma)","Paleoarchean","Mesoarchean","3228","3176","AM-s","MESOARCHEAN; sedimentary rocks"
"22","120","PD","Padbury Basin","Basin","sedimentary rocks","basin","undivided","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Padbury Basin","","","Capricorn Orogen","","","","","","","Capricorn Orogeny (1817 - 1772 Ma)","Paleoproterozoic","Paleoproterozoic","2000","1800","P_P-s","PALEOPROTEROZOIC; sedimentary rocks"
"22","297","PDE","Padbury Basin, Egerton Inlier","Inlier/Outlier","sedimentary rocks","basin","undivided","PD","Padbury Basin","Basin","Western Australia","West Australian Craton","","","","","","","","","Padbury Basin","","","Capricorn Orogen","","","","","","Padbury Basin, Egerton Inlier","Capricorn Orogeny (1817 - 1772 Ma)","Paleoproterozoic","Paleoproterozoic","2000","1800","P_P-s","PALEOPROTEROZOIC; sedimentary rocks"
"35","267","PDG","De Grey Superbasin","Superbasin","sedimentary and volcanic rocks","basin","intracratonic basin","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","De Grey Superbasin","","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","3066","2919","AM-sv","MESOARCHEAN; sedimentary and volcanic rocks"
"36","268","PDGGC","Gorge Creek Basin","Basin","sedimentary rocks","basin","intracratonic basin","PDG","De Grey Superbasin","Superbasin","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","De Grey Superbasin","Gorge Creek Basin","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","3066","3015","AM-s","MESOARCHEAN; sedimentary rocks"
"36","269","PDGLA","Lalla Rookh Basin","Basin","sedimentary rocks","basin","intracratonic basin","PDG","De Grey Superbasin","Superbasin","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","De Grey Superbasin","Lalla Rookh Basin","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","2970","2940","AM-s","MESOARCHEAN; sedimentary rocks"
"35","271","PDGMA","Mallina Basin","Basin","sedimentary and volcanic rocks","basin","back-arc basin","PDG","De Grey Superbasin","Superbasin","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","De Grey Superbasin","Mallina Basin","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","3015","2940","AM-sv","MESOARCHEAN; sedimentary and volcanic rocks"
"36","270","PDGWC","Whim Creek Basin","Basin","sedimentary rocks","basin","intra-arc basin","PDG","De Grey Superbasin","Superbasin","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","De Grey Superbasin","Whim Creek Basin","","","","","","","","","","North Pilbara Orogeny (2955 - 2919 Ma)","Mesoarchean","Mesoarchean","3009","2991","AM-s","MESOARCHEAN; sedimentary rocks"
"40","265","PEP","East Pilbara Terrane","Craton Terrane","granite-greenstones","craton","granite-greenstone","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","East Pilbara Terrane","","","","","","","","","","","","","","Pilbara Craton breakup (2775 - 2445 Ma); Split Rock Supersuite Magmatic Event (2890 - 2830 Ma); North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Emu Pool Event (3300 - 3290 Ma); Warrawoona Event (3430 - 3410 Ma)","Paleoarchean","Paleoarchean","3530","3223","AP-gg","PALEOARCHEAN; granite-greenstones"
"29","133","PJLE","Pinjarra Orogen, Leeuwin Inlier","Inlier/Outlier","igneous and metamorphic rocks","orogen","undivided","PJO","Pinjarra Orogen","Orogen","Western Australia","","","","","","","","","","","","","Pinjarra Orogen","","","","","","Pinjarra Orogen, Leeuwin Inlier","Leeuwin Orogeny (780 - 515 Ma); Pinjarra Orogeny (1095 - 990 Ma)","Mesoproterozoic","Paleozoic","1091","525","P_M-im","MESOPROTEROZOIC; igneous and metamorphic rocks"
"29","132","PJMU","Pinjarra Orogen, Mullingarra Inlier","Inlier/Outlier","igneous and metamorphic rocks","orogen","undivided","PJO","Pinjarra Orogen","Orogen","Western Australia","","","","","","","","","","","","","Pinjarra Orogen","","","","","","Pinjarra Orogen, Mullingarra Inlier","Pinjarra Orogeny (1095 - 990 Ma)","Paleoproterozoic","Mesoproterozoic","2180","1058","P_M-im","MESOPROTEROZOIC; igneous and metamorphic rocks"
"29","136","PJNO","Pinjarra Orogen, Northampton Inlier","Inlier/Outlier","igneous and metamorphic rocks","orogen","undivided","PJO","Pinjarra Orogen","Orogen","Western Australia","","","","","","","","","","","","","Pinjarra Orogen","","","","","","Pinjarra Orogen, Northampton Inlier","Pinjarra Orogeny (1095 - 990 Ma); Darling Orogeny (1205 - 1150 Ma)","Mesoproterozoic","Neoproterozoic","1300","989","P_M-im","MESOPROTEROZOIC; igneous and metamorphic rocks"
"41","336","PMI","Pilbara Craton, Milli Milli Inlier","Inlier/Outlier","granite-greenstones","craton","granitic complex","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","","","","","","","","","","Pilbara Craton, Milli Milli Inlier","Capricorn Orogeny (1817 - 1772 Ma); Ophthalmia Orogeny (2215 - 2145 Ma)","Paleoarchean","Mesoarchean","3530","2890","A-gg","ARCHEAN; granite-greenstones"
"36","272","PMQ","Mosquito Creek Basin","Basin","sedimentary rocks","basin","continental rift","P","Pilbara Craton","Craton","Western Australia","West Australian Craton","","","Pilbara Craton","","","","","","Mosquito Creek Basin","","","","","","","","","","Pilbara Craton breakup (2775 - 2445 Ma); Mosquito Creek Orogeny (2905 - 2890 Ma)","Mesoarchean","Mesoarchean","3200","2930","AM-s","MESOARCHEAN; sedimentary rocks"
"3","173","PNA","Abrolhos Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Abrolhos Sub-basin","","","","","","","","","Late Paleocene transgression (61.6 - 56 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","299","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"2","172","PNB","Beagle Ridge","Sub-basin","sedimentary rocks","basin","marginal basin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Beagle Ridge","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","163","PNC","Cadda Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Cadda Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","170","PND","Dandaragan Trough","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Dandaragan Trough","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"2","177","PNE","Beharra Springs Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Beharra Springs Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"2","168","PNG","Greenough Shelf","Sub-basin","sedimentary rocks","basin","continental platform","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Greenough Shelf","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","485","66","MZ-s","MESOZOIC; sedimentary rocks"
"3","167","PNH","Houtman Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Houtman Sub-basin","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma); Late Paleocene transgression (61.6 - 56 Ma)","Paleozoic","Cenozoic","299","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"4","166","PNI","Irwin Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Irwin Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","PZ-s","PALEOZOIC; sedimentary rocks"
"2","165","PNK","Donkey Creek Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Donkey Creek Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","164","PNL","Allanooka Terrace","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Allanooka Terrace","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
"2","184","PNM","Coomallo Trough","Sub-basin","sedimentary rocks","basin","continental margin","PH","Perth Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","","Perth Basin","Coomallo Trough","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Mesozoic","323","66","MZ-s","MESOZOIC; sedimentary rocks"
