Gamma,Depth
167.15347920747178,784.3023656933192
164.67964743702683,785.8485105498473
168.6996240639999,786.157739521153
172.41037171966735,787.2400409207227
168.8542385496527,788.0131133489867
168.5450095783471,789.7138726911676
162.51504463788748,790.177716148126
179.36802357404386,791.878475490307
166.68963575051342,791.878475490307
158.9589114678729,793.1153913755294
167.15347920747183,793.8884638037935
163.5973460374572,795.7438376316272
167.30809369312465,795.2799941746688
164.9888764083325,796.8261390311969
168.0811661213887,797.4445969738081
163.28811706615159,799.145356315989
179.98648151665512,799.7638142586003
170.24576892052812,800.3822722012115
182.30569880144733,801.6191880864341
162.36043015223478,802.392260514698
170.70961237748654,802.5468750003508
165.29810537963817,804.2476343425318
172.25575723401465,803.9384053712262
170.55499789183375,805.3299357421015
174.420360033154,805.0207067707959
