cell_ID,slope,slope_Factor
3296,0.005587,0.953042
3297,0.006726,0.943468
3298,0.008989,0.924449
3299,0.001169,0.990177
3300,0.000671,0.994362
3301,0.029010,0.756167
3302,0.000186,0.998438
3303,0.008188,0.931182
3304,0.030796,0.741159
3305,0.017018,0.856960
3306,0.027928,0.765261
3307,0.022805,0.808322
3308,0.002736,0.977003
3309,0.016934,0.857667
3310,0.006668,0.943956
3311,0.002299,0.980675
3312,0.012007,0.899082
3313,0.018715,0.842702
3314,0.007187,0.939589
3315,0.000000,1.000000
3316,0.016074,0.864895
3317,0.000437,0.996326
3318,0.022943,0.807162
3319,0.021093,0.822714
3320,0.021093,0.822714
3321,0.010908,0.908314
3322,0.000000,1.000000
3323,0.013891,0.883246
3324,0.014309,0.879732
3325,0.014416,0.878834
3326,0.020222,0.830030
3327,0.007660,0.935617
3328,0.005936,0.950110
3329,0.023476,0.802682
3330,0.028926,0.756880
3331,0.009328,0.921600
3332,0.026833,0.774468
3333,0.025036,0.789570
3334,0.042071,0.646391
3335,0.033798,0.715924
3336,0.058319,0.509832
3337,0.041111,0.654459
3338,0.020409,0.828464
3339,0.016028,0.865284
3340,0.021541,0.818944
3341,0.045529,0.617327
3342,0.038786,0.674001
3343,0.049727,0.582044
3344,0.039020,0.672037
3345,0.011713,0.901550
3346,0.029299,0.753746
3347,0.015750,0.867617
3348,0.026430,0.777854
3349,0.038430,0.676997
3350,0.023792,0.800028
3351,0.017987,0.848819
3352,0.032931,0.723213
3353,0.011756,0.901193
3354,0.011636,0.902203
3355,0.028386,0.761417
3356,0.013063,0.890204
3357,0.009660,0.918804
3358,0.017792,0.850456
3359,0.000000,1.000000
3360,0.001151,0.990328
3361,0.007825,0.934228
3362,0.016312,0.862898
3363,0.001198,0.989934
3364,0.020499,0.827709
3365,0.021421,0.819958
3366,0.002749,0.976891
3367,0.028704,0.758746
3368,0.000000,1.000000
3369,0.007332,0.938377
3370,0.006672,0.943922
3371,0.009047,0.923956
3372,0.016378,0.862341
3373,0.000452,0.996204
3374,0.006521,0.945192
3375,0.002313,0.980557
3376,0.005559,0.953276
3377,0.011455,0.903718
3378,0.000000,1.000000
3379,0.003216,0.972969
3380,0.015736,0.867743
3381,0.018964,0.840610
3382,0.011436,0.903880
3383,0.028054,0.764203
3384,0.015514,0.869602
3385,0.000000,1.000000
3386,0.000535,0.995503
3387,0.020937,0.824024
3388,0.003900,0.967221
3389,0.024796,0.791591
3390,0.001832,0.984606
3391,0.000274,0.997695
3392,0.000553,0.995354
3393,0.009007,0.924299
3394,0.000917,0.992291
3395,0.006959,0.941508
3396,0.000455,0.996175
3397,0.020256,0.829745
3398,0.002930,0.975373
3399,0.012787,0.892524
3400,0.016149,0.864266
3401,0.022271,0.812815
3402,0.016161,0.864164
3403,0.005936,0.950107
3404,0.006556,0.944893
3405,0.013355,0.887750
3406,0.024113,0.797328
3407,0.003040,0.974450
3408,0.010828,0.908993
3409,0.015588,0.868981
3410,0.023056,0.806217
3411,0.005316,0.955318
3412,0.000497,0.995820
3413,0.032069,0.730461
3414,0.006309,0.946974
3415,0.005701,0.952080
3416,0.010344,0.913058
3417,0.009836,0.917329
3418,0.017372,0.853992
3419,0.019735,0.834126
3420,0.015712,0.867939
3421,0.004224,0.964495
3422,0.001414,0.988119
3423,0.004637,0.961028
3424,0.003458,0.970932
3425,0.002713,0.977199
3426,0.000311,0.997383
3427,0.000538,0.995482
3428,0.001622,0.986367
3429,0.005268,0.955723
3430,0.023218,0.804855
3431,0.001930,0.983782
3432,0.011685,0.901788
3433,0.028926,0.756880
3434,0.000000,1.000000
3435,0.025917,0.782165
3436,0.015725,0.867829
3437,0.016937,0.857642
3438,0.011046,0.907157
3439,0.010036,0.915644
3440,0.018392,0.845413
3441,0.004681,0.960655
3442,0.006661,0.944018
3443,0.041704,0.649479
3444,0.027334,0.770259
3445,0.005403,0.954585
3446,0.000125,0.998949
3447,0.028668,0.759043
3448,0.015997,0.865546
3449,0.011012,0.907446
3450,0.016405,0.862116
3451,0.014874,0.874986
3452,0.036644,0.692008
3453,0.000000,1.000000
3454,0.026930,0.773657
3455,0.013921,0.882996
3456,0.020560,0.827194
3457,0.006735,0.943391
3458,0.022659,0.809548
3459,0.007470,0.937218
3460,0.003499,0.970592
3461,0.026382,0.778257
3462,0.033053,0.722193
3463,0.021486,0.819410
3464,0.020143,0.830696
3465,0.004497,0.962199
3466,0.024827,0.791328
3467,0.016339,0.862671
3468,0.006256,0.947420
3469,0.011640,0.902165
3470,0.018850,0.841567
3471,0.004423,0.962828
3472,0.003243,0.972743
3473,0.010146,0.914724
3474,0.016216,0.863705
3475,0.007865,0.933893
3476,0.019087,0.839574
3477,0.000000,1.000000
3478,0.019639,0.834937
3479,0.020215,0.830093
3480,0.027067,0.772505
3481,0.032394,0.727726
3482,0.005942,0.950054
3483,0.016807,0.858736
3484,0.000000,1.000000
3485,0.003579,0.969916
3486,0.006715,0.943557
3487,0.043085,0.637872
3488,0.000000,1.000000
3489,0.013621,0.885517
3490,0.016943,0.857593
3491,0.005080,0.957303
3492,0.000000,1.000000
3493,0.001537,0.987083
3494,0.000470,0.996048
3495,0.006974,0.941384
3496,0.006448,0.945807
3497,0.007855,0.933983
3498,0.003915,0.967092
3499,0.014119,0.881331
3500,0.003478,0.970766
3501,0.002941,0.975281
3502,0.005936,0.950105
3503,0.024704,0.792359
3504,0.033927,0.714846
3505,0.024704,0.792361
3506,0.011613,0.902393
3507,0.016094,0.864730
3508,0.032418,0.727528
3509,0.015951,0.865935
3510,0.013555,0.886073
3511,0.008361,0.929726
3512,0.002484,0.979119
3513,0.023507,0.802423
3514,0.026492,0.777332
3515,0.000047,0.999607
3516,0.005279,0.955626
3517,0.004853,0.959212
3518,0.003730,0.968646
3519,0.006203,0.947864
3520,0.013539,0.886203
3521,0.003937,0.966908
3522,0.004199,0.964706
3523,0.006443,0.945844
3524,0.007776,0.934640
3525,0.004738,0.960177
3526,0.000829,0.993034
3527,0.018824,0.841781
3528,0.026421,0.777928
3529,0.018742,0.842474
3530,0.022113,0.814137
3531,0.033799,0.715923
3532,0.019743,0.834060
3533,0.016822,0.858612
3534,0.025085,0.789164
3535,0.020012,0.831797
3536,0.000371,0.996883
3537,0.003943,0.966863
3538,0.000371,0.996883
3539,0.004722,0.960314
3540,0.019471,0.836348
3541,0.005357,0.954979
3542,0.032540,0.726502
3543,0.000000,1.000000
3544,0.032397,0.727707
3545,0.026356,0.778479
3546,0.016431,0.861894
3547,0.019849,0.833167
3548,0.026366,0.778393
3549,0.014217,0.880504
3550,0.013745,0.884471
3551,0.000000,1.000000
3552,0.022979,0.806864
3553,0.001080,0.990923
3554,0.000000,1.000000
3555,0.025020,0.789706
3556,0.014617,0.877141
3557,0.005548,0.953372
3558,0.014529,0.877887
3559,0.002747,0.976907
3560,0.015299,0.871415
3561,0.010290,0.913513
3562,0.030392,0.744557
3563,0.003216,0.972973
3564,0.020277,0.829569
3565,0.023325,0.803950
3566,0.022043,0.814725
3567,0.013240,0.888718
3568,0.003505,0.970542
3569,0.012660,0.893590
3570,0.000000,1.000000
3571,0.017543,0.852547
3572,0.013641,0.885349
3573,0.015820,0.867035
3574,0.011199,0.905870
3575,0.023643,0.801282
3576,0.024331,0.795497
3577,0.016870,0.858207
3578,0.005905,0.950369
3579,0.022967,0.806960
3580,0.006901,0.941995
3581,0.008313,0.930129
3582,0.004573,0.961566
3583,0.032267,0.728793
3584,0.022672,0.809443
3585,0.003917,0.967081
3586,0.005107,0.957077
3587,0.010966,0.907832
3588,0.006339,0.946720
3589,0.021401,0.820128
3590,0.013891,0.883246
3591,0.002984,0.974921
3592,0.003059,0.974287
3593,0.006255,0.947429
3594,0.005361,0.954942
3595,0.002065,0.982640
3596,0.002051,0.982758
3597,0.045640,0.616396
3598,0.000000,1.000000
3599,0.022753,0.808761
3600,0.002701,0.977298
3601,0.017486,0.853031
3602,0.020255,0.829760
3603,0.020530,0.827448
3604,0.001506,0.987344
3605,0.001454,0.987778
3606,0.000000,1.000000
3607,0.030867,0.740565
3608,0.012727,0.893029
3609,0.057918,0.513198
3610,0.010441,0.912247
3611,0.032397,0.727707
3612,0.007526,0.936741
3613,0.027647,0.767625
3614,0.000000,1.000000
3615,0.012318,0.896464
3616,0.016076,0.864884
3617,0.016102,0.864664
3618,0.014437,0.878658
3619,0.038695,0.674766
3620,0.016239,0.863515
3621,0.002825,0.976259
3622,0.018723,0.842637
3623,0.034174,0.712771
3624,0.037151,0.687748
3625,0.000000,1.000000
3626,0.014799,0.875612
3627,0.003137,0.973634
3628,0.024459,0.794425
3629,0.009597,0.919334
3630,0.001810,0.984791
3631,0.001714,0.985593
3632,0.010132,0.914842
3633,0.003137,0.973637
3634,0.014612,0.877189
3635,0.022507,0.810826
3636,0.003166,0.973390
3637,0.010926,0.908167
3638,0.018559,0.844012
3639,0.018892,0.841213
3640,0.012920,0.891403
3641,0.019349,0.837368
3642,0.013733,0.884575
3643,0.018259,0.846529
3644,0.029369,0.753156
3645,0.013733,0.884575
3646,0.000000,1.000000
3647,0.012672,0.893493
3648,0.009048,0.923951
3649,0.022829,0.808121
3650,0.013754,0.884401
3651,0.000000,1.000000
3652,0.000411,0.996544
3653,0.011556,0.902869
3654,0.000000,1.000000
3655,0.015191,0.872320
3656,0.022029,0.814846
3657,0.006186,0.948004
3658,0.010873,0.908617
3659,0.022969,0.806949
3660,0.023976,0.798480
3661,0.022559,0.810388
3662,0.022559,0.810388
3663,0.004445,0.962643
3664,0.017051,0.856686
3665,0.004081,0.965697
3666,0.002721,0.977127
3667,0.007600,0.936119
3668,0.002962,0.975101
3669,0.000000,1.000000
3670,0.000829,0.993029
3671,0.008959,0.924699
3672,0.000000,1.000000
3673,0.040672,0.658155
3674,0.004148,0.965136
3675,0.024760,0.791896
3676,0.025901,0.782299
3677,0.022507,0.810826
3678,0.015606,0.868829
3679,0.016346,0.862614
3680,0.012418,0.895623
3681,0.012820,0.892246
3682,0.003747,0.968506
3683,0.006851,0.942413
3684,0.018793,0.842046
3685,0.029644,0.750844
3686,0.004438,0.962700
3687,0.027734,0.766892
3688,0.028529,0.760214
3689,0.015472,0.869956
3690,0.011116,0.906567
3691,0.012947,0.891178
3692,0.006951,0.941579
3693,0.034431,0.710608
3694,0.019945,0.832364
3695,0.016020,0.865352
3696,0.007623,0.935927
3697,0.006317,0.946904
3698,0.011788,0.900926
3699,0.008327,0.930013
3700,0.013794,0.884064
3701,0.013166,0.889339
3702,0.014873,0.874993
3703,0.020469,0.827957
3704,0.017681,0.851391
3705,0.015629,0.868642
3706,0.024067,0.797719
3707,0.023013,0.806576
3708,0.012458,0.895287
3709,0.014579,0.877466
3710,0.020407,0.828482
3711,0.009823,0.917437
3712,0.005872,0.950642
3713,0.015473,0.869948
3714,0.003806,0.968012
3715,0.001975,0.983402
3716,0.006783,0.942985
3717,0.013124,0.889689
3718,0.012998,0.890752
3719,0.005920,0.950246
3720,0.008548,0.928151
3721,0.005343,0.955088
3722,0.013445,0.886993
3723,0.000000,1.000000
3724,0.033919,0.714908
3725,0.007021,0.940987
3726,0.000000,1.000000
3727,0.013537,0.886223
3728,0.025801,0.783147
3729,0.015436,0.870264
3730,0.012445,0.895396
3731,0.007860,0.933940
3732,0.020553,0.827255
3733,0.007046,0.940779
3734,0.000000,1.000000
3735,0.015087,0.873191
3736,0.012924,0.891375
3737,0.011527,0.903112
3738,0.016506,0.861267
3739,0.007276,0.938848
3740,0.025726,0.783770
3741,0.008566,0.928004
3742,0.015098,0.873102
3743,0.020305,0.829340
3744,0.010394,0.912641
3745,0.004784,0.959794
3746,0.003766,0.968343
3747,0.012457,0.895301
3748,0.048750,0.590257
3749,0.035331,0.703044
3750,0.015358,0.870920
3751,0.014562,0.877608
3752,0.016835,0.858506
3753,0.014217,0.880504
3754,0.005017,0.957833
3755,0.003133,0.973665
3756,0.004113,0.965426
3757,0.000196,0.998349
3758,0.005767,0.951527
3759,0.008281,0.930396
3760,0.000000,1.000000
3761,0.012338,0.896299
3762,0.014579,0.877466
3763,0.014325,0.879599
3764,0.000000,1.000000
3765,0.036057,0.696943
3766,0.016637,0.860166
3767,0.024091,0.797517
3768,0.020984,0.823628
3769,0.004576,0.961540
3770,0.010325,0.913221
3771,0.029036,0.755956
3772,0.021427,0.819903
3773,0.024878,0.790902
3774,0.029086,0.755534
3775,0.016525,0.861110
3776,0.000000,1.000000
3777,0.000497,0.995820
3778,0.037410,0.685570
3779,0.015273,0.871628
3780,0.022735,0.808912
3781,0.018025,0.848496
3782,0.030021,0.747675
3783,0.009270,0.922084
3784,0.011037,0.907238
3785,0.011251,0.905435
3786,0.006477,0.945563
3787,0.036192,0.695810
3788,0.023818,0.799814
3789,0.007443,0.937443
3790,0.030358,0.744837
3791,0.037398,0.685673
3792,0.026134,0.780346
3793,0.022389,0.811823
3794,0.004703,0.960475
3795,0.004784,0.959794
3796,0.010794,0.909278
3797,0.009651,0.918884
3798,0.008807,0.925975
3799,0.032527,0.726611
3800,0.028320,0.761971
3801,0.021661,0.817935
3802,0.011059,0.907047
3803,0.017838,0.850072
3804,0.017184,0.855565
3805,0.020823,0.824980
3806,0.005111,0.957038
3807,0.013807,0.883952
3808,0.005417,0.954470
3809,0.016382,0.862312
3810,0.027851,0.765910
3811,0.000000,1.000000
3812,0.007643,0.935761
3813,0.004720,0.960331
3814,0.002848,0.976063
3815,0.014821,0.875426
3816,0.016717,0.859494
3817,0.021925,0.815722
3818,0.016226,0.863623
3819,0.007115,0.940199
3820,0.013373,0.887604
3821,0.006776,0.943049
3822,0.014352,0.879369
3823,0.021574,0.818672
3824,0.009044,0.923983
3825,0.015248,0.871837
3826,0.011397,0.904206
3827,0.023886,0.799235
3828,0.036135,0.696284
3829,0.019572,0.835496
3830,0.022085,0.814377
3831,0.026472,0.777503
3832,0.012913,0.891463
3833,0.008757,0.926393
3834,0.017072,0.856511
3835,0.007809,0.934362
3836,0.000000,1.000000
3837,0.014720,0.876277
3838,0.003452,0.970983
3839,0.035983,0.697565
3840,0.004345,0.963477
3841,0.024708,0.792330
3842,0.007473,0.937187
3843,0.007914,0.933479
3844,0.015358,0.870920
3845,0.013817,0.883867
3846,0.002688,0.977407
3847,0.002804,0.976428
3848,0.003245,0.972729
3849,0.007041,0.940825
3850,0.003534,0.970300
3851,0.004326,0.963640
3852,0.006638,0.944205
3853,0.002227,0.981282
3854,0.001954,0.983577
3855,0.000000,1.000000
3856,0.006501,0.945360
3857,0.005180,0.956459
3858,0.000000,1.000000
3859,0.026065,0.780928
3860,0.000000,1.000000
3861,0.014921,0.874591
3862,0.002529,0.978746
3863,0.000492,0.995865
3864,0.017785,0.850520
3865,0.022057,0.814608
3866,0.002529,0.978746
3867,0.011691,0.901737
3868,0.011765,0.901116
3869,0.035153,0.704536
3870,0.017433,0.853479
3871,0.009670,0.918721
3872,0.023505,0.802438
3873,0.005885,0.950537
3874,0.012644,0.893726
3875,0.021151,0.822225
3876,0.012927,0.891348
3877,0.006486,0.945487
3878,0.011963,0.899449
3879,0.000462,0.996115
3880,0.028292,0.762206
3881,0.030981,0.739607
3882,0.037043,0.688651
3883,0.027620,0.767853
3884,0.016052,0.865082
3885,0.018526,0.844288
3886,0.035211,0.704049
3887,0.030156,0.746535
3888,0.017788,0.850493
3889,0.013811,0.883922
3890,0.030247,0.745772
3891,0.012743,0.892899
3892,0.016968,0.857385
3893,0.035208,0.704073
3894,0.017441,0.853406
3895,0.010153,0.914668
3896,0.025557,0.785191
3897,0.022417,0.811587
3898,0.025844,0.782785
3899,0.025941,0.781967
3900,0.017178,0.855615
3901,0.023201,0.804998
3902,0.008368,0.929671
3903,0.005355,0.954991
3904,0.031473,0.735473
3905,0.020540,0.827357
3906,0.031929,0.731640
3907,0.026630,0.776172
3908,0.000000,1.000000
3909,0.005884,0.950542
3910,0.006445,0.945830
3911,0.001307,0.989018
3912,0.000000,1.000000
3913,0.008148,0.931519
3914,0.022417,0.811587
3915,0.027505,0.768824
3916,0.020904,0.824302
3917,0.015031,0.873667
3918,0.015228,0.872006
3919,0.004820,0.959492
3920,0.033434,0.718988
3921,0.033211,0.720858
3922,0.005273,0.955684
3923,0.016128,0.864448
3924,0.024586,0.793358
3925,0.015249,0.871835
3926,0.001526,0.987177
3927,0.004349,0.963448
3928,0.013647,0.885294
3929,0.011969,0.899400
3930,0.001678,0.985892
3931,0.008068,0.932185
3932,0.008507,0.928496
3933,0.005247,0.955901
3934,0.027233,0.771107
3935,0.009444,0.920627
3936,0.012628,0.893858
3937,0.005396,0.954644
3938,0.004111,0.965449
3939,0.003315,0.972133
3940,0.002330,0.980421
3941,0.025584,0.784966
3942,0.009947,0.916396
3943,0.006721,0.943513
3944,0.007343,0.938280
3945,0.004576,0.961540
3946,0.000000,1.000000
3947,0.020263,0.829693
3948,0.024034,0.797990
3949,0.015744,0.867670
3950,0.013753,0.884410
3951,0.018189,0.847122
3952,0.042195,0.645347
3953,0.009138,0.923199
3954,0.000000,1.000000
3955,0.007352,0.938210
3956,0.021888,0.816030
3957,0.016937,0.857642
3958,0.015139,0.872758
3959,0.002688,0.977406
3960,0.035171,0.704390
3961,0.028898,0.757110
3962,0.036227,0.695514
3963,0.011810,0.900735
3964,0.018700,0.842826
3965,0.010930,0.908129
3966,0.003558,0.970095
3967,0.018642,0.843313
3968,0.017611,0.851977
3969,0.009153,0.923072
3970,0.011445,0.903806
3971,0.015044,0.873551
3972,0.000000,1.000000
3973,0.032880,0.723647
3974,0.012786,0.892533
3975,0.033516,0.718297
3976,0.020694,0.826069
3977,0.027053,0.772616
3978,0.000000,1.000000
3979,0.014451,0.878539
3980,0.006679,0.943860
3981,0.019735,0.834128
3982,0.002071,0.982596
3983,0.018189,0.847122
3984,0.014657,0.876807
3985,0.011837,0.900509
3986,0.003284,0.972397
3987,0.012849,0.892003
3988,0.007770,0.934694
3989,0.004127,0.965312
3990,0.004127,0.965312
3991,0.018972,0.840543
3992,0.031047,0.739047
3993,0.019291,0.837863
3994,0.005072,0.957369
3995,0.000834,0.992991
3996,0.000834,0.992991
3997,0.026058,0.780986
3998,0.035586,0.700899
3999,0.023869,0.799385
4000,0.009491,0.920224
4001,0.020264,0.829682
4002,0.013598,0.885705
4003,0.025017,0.789729
4004,0.023177,0.805200
4005,0.009577,0.919509
4006,0.004678,0.960681
4007,0.043043,0.638227
4008,0.015769,0.867458
4009,0.029174,0.754791
4010,0.006605,0.944481
4011,0.002688,0.977406
4012,0.009241,0.922325
4013,0.003767,0.968335
4014,0.013548,0.886133
4015,0.005724,0.951887
4016,0.010732,0.909801
4017,0.000000,1.000000
4018,0.005245,0.955918
4019,0.006456,0.945738
4020,0.019291,0.837863
4021,0.008024,0.932560
4022,0.020400,0.828537
4023,0.002852,0.976027
4024,0.000322,0.997293
4025,0.005954,0.949954
4026,0.008108,0.931855
4027,0.027474,0.769077
4028,0.029859,0.749032
4029,0.012649,0.893682
4030,0.016763,0.859107
4031,0.004011,0.966287
4032,0.024034,0.797990
4033,0.032471,0.727080
4034,0.035951,0.697831
4035,0.030711,0.741873
4036,0.017643,0.851712
4037,0.014441,0.878622
4038,0.011137,0.906397
4039,0.014226,0.880434
4040,0.007732,0.935013
4041,0.022598,0.810066
4042,0.031261,0.737252
4043,0.003508,0.970515
4044,0.018910,0.841065
4045,0.039145,0.670984
4046,0.033680,0.716920
4047,0.015799,0.867210
4048,0.015415,0.870435
4049,0.027009,0.772985
4050,0.005407,0.954551
4051,0.016402,0.862145
4052,0.024163,0.796909
4053,0.028236,0.762673
4054,0.011756,0.901191
4055,0.011394,0.904229
4056,0.018881,0.841303
4057,0.010197,0.914292
4058,0.019525,0.835892
4059,0.025303,0.787324
4060,0.007175,0.939692
4061,0.005290,0.955541
4062,0.004404,0.962985
4063,0.010723,0.909876
4064,0.000676,0.994316
4065,0.014788,0.875707
4066,0.006343,0.946687
4067,0.024870,0.790969
4068,0.023972,0.798511
4069,0.000000,1.000000
4070,0.008507,0.928496
4071,0.003663,0.969210
4072,0.002599,0.978158
4073,0.001862,0.984352
4074,0.021415,0.820011
4075,0.036390,0.694146
4076,0.042410,0.643543
4077,0.017292,0.854663
4078,0.021939,0.815605
4079,0.024984,0.790012
4080,0.002575,0.978355
4081,0.004625,0.961130
4082,0.008210,0.930996
4083,0.018434,0.845063
4084,0.027386,0.769816
4085,0.017873,0.849774
4086,0.013668,0.885123
4087,0.015790,0.867287
4088,0.002857,0.975987
4089,0.009412,0.920893
4090,0.005148,0.956733
4091,0.006649,0.944112
4092,0.002238,0.981188
4093,0.014074,0.881712
4094,0.020434,0.828253
4095,0.003951,0.966791
4096,0.007469,0.937224
4097,0.004103,0.965510
4098,0.007346,0.938254
4099,0.002307,0.980608
4100,0.009947,0.916396
4101,0.023998,0.798294
4102,0.010876,0.908584
4103,0.008952,0.924756
4104,0.004498,0.962196
4105,0.004979,0.958151
4106,0.011415,0.904060
4107,0.001503,0.987368
4108,0.020801,0.825171
4109,0.019257,0.838146
4110,0.026953,0.773457
4111,0.016153,0.864233
4112,0.013526,0.886316
4113,0.010061,0.915441
4114,0.004496,0.962212
4115,0.009574,0.919534
4116,0.004849,0.959242
4117,0.012229,0.897214
4118,0.004305,0.963816
4119,0.000000,1.000000
4120,0.005123,0.956939
4121,0.000455,0.996175
4122,0.000336,0.997174
4123,0.001666,0.985993
4124,0.008032,0.932493
4125,0.014800,0.875605
4126,0.001314,0.988959
4127,0.008759,0.926383
4128,0.003136,0.973640
4129,0.007061,0.940654
4130,0.010743,0.909704
4131,0.005867,0.950684
4132,0.010184,0.914407
4133,0.009201,0.922665
4134,0.004643,0.960975
4135,0.006132,0.948459
4136,0.008287,0.930350
4137,0.001760,0.985207
4138,0.031541,0.734900
4139,0.008333,0.929963
4140,0.004651,0.960906
4141,0.011984,0.899278
4142,0.012103,0.898273
4143,0.006440,0.945874
4144,0.007950,0.933177
4145,0.000655,0.994496
4146,0.010507,0.911689
4147,0.006095,0.948769
4148,0.005309,0.955381
4149,0.006868,0.942271
4150,0.011063,0.907015
4151,0.009098,0.923534
4152,0.005422,0.954426
4153,0.003412,0.971325
4154,0.013160,0.889390
4155,0.002035,0.982896
4156,0.012527,0.894708
4157,0.005074,0.957353
4158,0.009248,0.922270
4159,0.003931,0.966956
4160,0.007946,0.933217
4161,0.003449,0.971008
4162,0.006092,0.948800
4163,0.014251,0.880221
4164,0.014530,0.877878
4165,0.001978,0.983374
4166,0.022034,0.814804
4167,0.033113,0.721689
4168,0.035886,0.698377
4169,0.028869,0.757358
4170,0.039696,0.666357
4171,0.003762,0.968384
4172,0.037460,0.685151
4173,0.031857,0.732242
4174,0.035011,0.705736
4175,0.003607,0.969684
4176,0.011237,0.905555
4177,0.011685,0.901792
4178,0.010568,0.911178
4179,0.009981,0.916110
4180,0.004564,0.961641
4181,0.003766,0.968350
4182,0.010707,0.910008
4183,0.000000,1.000000
4184,0.001836,0.984569
4185,0.019488,0.836203
4186,0.010822,0.909043
4187,0.029281,0.753889
4188,0.016460,0.861654
4189,0.010153,0.914662
4190,0.000000,1.000000
4191,0.026551,0.776839
4192,0.044354,0.627200
4193,0.043378,0.635411
4194,0.009695,0.918510
4195,0.016107,0.864624
4196,0.019462,0.836420
4197,0.014268,0.880077
4198,0.024854,0.791098
4199,0.012147,0.897906
4200,0.010519,0.911584
4201,0.005565,0.953224
4202,0.003303,0.972237
4203,0.004180,0.964866
4204,0.004090,0.965620
4205,0.016791,0.858874
4206,0.011337,0.904715
4207,0.024287,0.795868
4208,0.005072,0.957369
4209,0.010897,0.908412
4210,0.025442,0.786163
4211,0.025428,0.786275
4212,0.004215,0.964569
4213,0.003797,0.968085
4214,0.008575,0.927928
4215,0.001699,0.985717
4216,0.004731,0.960234
4217,0.000451,0.996207
4218,0.013391,0.887446
4219,0.008454,0.928944
4220,0.004576,0.961537
4221,0.003132,0.973671
4222,0.015457,0.870085
4223,0.005553,0.953326
4224,0.010163,0.914582
4225,0.017836,0.850087
4226,0.004983,0.958118
4227,0.021591,0.818531
4228,0.006009,0.949491
4229,0.018138,0.847550
4230,0.030587,0.742913
4231,0.007769,0.934701
4232,0.014089,0.881578
4233,0.014099,0.881497
4234,0.015854,0.866743
4235,0.007130,0.940070
4236,0.002256,0.981041
4237,0.032692,0.725222
4238,0.014771,0.875846
4239,0.010598,0.910920
4240,0.004530,0.961925
4241,0.004941,0.958470
4242,0.000090,0.999243
4243,0.020028,0.831667
4244,0.015031,0.873667
4245,0.015488,0.869819
4246,0.013295,0.888257
4247,0.002923,0.975435
4248,0.022515,0.810760
4249,0.020442,0.828182
4250,0.014771,0.875846
4251,0.000000,1.000000
4252,0.010389,0.912681
4253,0.020275,0.829592
4254,0.009304,0.921802
4255,0.000000,1.000000
4256,0.000000,1.000000
4257,0.031966,0.731324
4258,0.005696,0.952125
4259,0.017785,0.850520
4260,0.000000,1.000000
4261,0.004600,0.961338
4262,0.006734,0.943400
4263,0.001867,0.984305
4264,0.007902,0.933586
4265,0.013189,0.889149
4266,0.011604,0.902469
4267,0.000000,1.000000
4268,0.000000,1.000000
4269,0.017013,0.857005
4270,0.017402,0.853735
4271,0.016537,0.861011
4272,0.013683,0.884991
4273,0.021352,0.820536
4274,0.005417,0.954470
4275,0.004345,0.963477
4276,0.010024,0.915744
4277,0.000000,1.000000
4278,0.008574,0.927937
4279,0.000000,1.000000
4280,0.009841,0.917287
4281,0.001867,0.984305
4282,0.001967,0.983467
4283,0.000000,1.000000
4284,0.001326,0.988859
4285,0.000000,1.000000
4286,0.000492,0.995865
4287,0.001967,0.983467
4288,0.000000,1.000000
4289,0.000894,0.992485
4290,0.008822,0.925848
4291,0.001080,0.990923
4292,0.044296,0.627689
4293,0.011868,0.900250
4294,0.000000,1.000000
4295,0.009325,0.921623
4296,0.019710,0.834335
4297,0.039448,0.668437
4298,0.006493,0.945423
4299,0.005184,0.956427
4300,0.003321,0.972083
4301,0.019710,0.834335
4302,0.024653,0.792790
4303,0.006493,0.945423
4304,0.023811,0.799871
4305,0.008173,0.931304
4306,0.004527,0.961951
4307,0.003422,0.971240
4308,0.009358,0.921347
4309,0.015501,0.869714
4310,0.015866,0.866642
4311,0.000000,1.000000
4312,0.013093,0.889957
4313,0.017651,0.851644
4314,0.015324,0.871199
4315,0.003372,0.971657
4316,0.008034,0.932476
4317,0.003316,0.972125
4318,0.001775,0.985084
4319,0.010054,0.915493
4320,0.003149,0.973533
4321,0.012746,0.892869
4322,0.017770,0.850645
4323,0.000875,0.992642
4324,0.025690,0.784072
4325,0.017614,0.851953
4326,0.016517,0.861176
4327,0.019435,0.836649
4328,0.005067,0.957414
4329,0.007669,0.935542
4330,0.029896,0.748728
4331,0.021522,0.819111
4332,0.026619,0.776268
4333,0.024227,0.796368
4334,0.015898,0.866376
4335,0.017438,0.853436
4336,0.002821,0.976286
4337,0.000823,0.993080
4338,0.000000,1.000000
4339,0.001172,0.990151
4340,0.002420,0.979662
4341,0.021389,0.820222
4342,0.015229,0.872002
4343,0.013190,0.889137
4344,0.007188,0.939588
4345,0.003103,0.973922
4346,0.006200,0.947893
4347,0.005658,0.952447
4348,0.015146,0.872698
4349,0.021188,0.821918
4350,0.000032,0.999728
4351,0.000897,0.992460
4352,0.017738,0.850915
4353,0.023132,0.805574
4354,0.026484,0.777400
4355,0.023993,0.798337
4356,0.026248,0.779384
4357,0.008389,0.929488
4358,0.041588,0.650455
4359,0.001142,0.990403
4360,0.011001,0.907536
4361,0.013397,0.887397
4362,0.008599,0.927722
4363,0.030910,0.740198
4364,0.024988,0.789979
4365,0.015538,0.869402
4366,0.019982,0.832048
4367,0.000273,0.997703
4368,0.025588,0.784932
4369,0.005542,0.953421
4370,0.020663,0.826331
