cell_ID,slope,slope_Factor
1146,0.014068,0.881759
1147,0.025621,0.784659
1148,0.015452,0.870128
1149,0.014449,0.878552
1150,0.018243,0.846668
1151,0.020708,0.825952
1152,0.016871,0.858203
1153,0.016006,0.865466
1154,0.018062,0.848187
1155,0.016559,0.860823
1156,0.019765,0.833871
1157,0.013978,0.882513
1158,0.027855,0.765880
1159,0.012563,0.894406
1160,0.009541,0.919811
1161,0.020510,0.827611
1162,0.004290,0.963943
1163,0.007683,0.935425
1164,0.012996,0.890769
1165,0.016160,0.864177
1166,0.009897,0.916815
1167,0.012159,0.897801
1168,0.011657,0.902025
1169,0.005541,0.953432
1170,0.010261,0.913760
1171,0.004524,0.961977
1172,0.012567,0.894371
1173,0.010944,0.908012
1174,0.013533,0.886256
1175,0.017026,0.856893
1176,0.014246,0.880262
1177,0.018473,0.844735
1178,0.032953,0.723033
1179,0.011272,0.905260
1180,0.008814,0.925917
1181,0.020535,0.827399
1182,0.011311,0.904934
1183,0.023427,0.803094
1184,0.022870,0.807777
1185,0.015366,0.870852
1186,0.028988,0.756359
1187,0.033702,0.716732
1188,0.023992,0.798349
1189,0.028930,0.756843
1190,0.026504,0.777236
1191,0.024495,0.794123
1192,0.032201,0.729348
1193,0.026029,0.781229
1194,0.028051,0.764229
1195,0.023152,0.805405
1196,0.023496,0.802514
1197,0.028200,0.762980
1198,0.027363,0.770010
1199,0.027274,0.770762
1200,0.030435,0.744196
1201,0.025865,0.782601
1202,0.021132,0.822383
1203,0.031010,0.739361
1204,0.031551,0.734811
1205,0.025536,0.785372
1206,0.009032,0.924087
1207,0.008603,0.927688
1208,0.004331,0.963596
1209,0.002722,0.977125
1210,0.004871,0.959055
1211,0.012935,0.891283
1212,0.024355,0.795296
1213,0.011948,0.899574
1214,0.007773,0.934671
1215,0.004060,0.965875
1216,0.014543,0.877762
1217,0.002361,0.980159
1218,0.033942,0.714716
1219,0.016847,0.858399
1220,0.006880,0.942173
1221,0.011185,0.905988
1222,0.006533,0.945087
1223,0.039122,0.671177
1224,0.020047,0.831503
1225,0.012127,0.898075
1226,0.016446,0.861773
1227,0.033159,0.721303
1228,0.024739,0.792073
1229,0.027422,0.769516
1230,0.031165,0.738061
1231,0.026567,0.776705
1232,0.033383,0.719413
1233,0.036404,0.694028
1234,0.033262,0.720432
1235,0.042320,0.644296
1236,0.026294,0.778995
1237,0.043879,0.631196
1238,0.036543,0.692859
1239,0.030995,0.739489
1240,0.020698,0.826030
1241,0.036221,0.695565
1242,0.033197,0.720981
1243,0.034047,0.713839
1244,0.033018,0.722483
1245,0.037123,0.687977
1246,0.010435,0.912298
1247,0.036765,0.690992
1248,0.024769,0.791820
1249,0.041195,0.653752
1250,0.002202,0.981491
1251,0.011943,0.899615
1252,0.014852,0.875166
1253,0.003091,0.974017
1254,0.013281,0.888376
1255,0.005707,0.952031
1256,0.035837,0.698793
1257,0.009210,0.922591
1258,0.009414,0.920877
1259,0.005469,0.954035
1260,0.035982,0.697575
1261,0.035286,0.703424
1262,0.002948,0.975221
1263,0.015717,0.867897
1264,0.013889,0.883265
1265,0.013558,0.886043
1266,0.040826,0.656858
1267,0.037326,0.686273
1268,0.011636,0.902198
1269,0.005309,0.955376
1270,0.026987,0.773178
1271,0.020954,0.823878
1272,0.030674,0.742189
1273,0.026804,0.774715
1274,0.021921,0.815752
1275,0.013259,0.888555
1276,0.025893,0.782368
1277,0.011249,0.905448
1278,0.007904,0.933571
1279,0.013365,0.887664
1280,0.023672,0.801039
1281,0.009195,0.922712
1282,0.010510,0.911662
1283,0.028571,0.759857
1284,0.020803,0.825150
1285,0.009846,0.917241
1286,0.009932,0.916523
1287,0.011821,0.900647
1288,0.013891,0.883245
1289,0.011440,0.903847
1290,0.021802,0.816752
1291,0.021768,0.817036
1292,0.026331,0.778690
1293,0.020798,0.825189
1294,0.027100,0.772224
1295,0.006289,0.947140
1296,0.009309,0.921758
1297,0.024297,0.795787
1298,0.018528,0.844274
1299,0.007422,0.937617
1300,0.021464,0.819593
1301,0.021443,0.819771
1302,0.019523,0.835913
1303,0.020865,0.824629
1304,0.024094,0.797491
1305,0.019305,0.837744
1306,0.032533,0.726562
1307,0.005212,0.956191
1308,0.026500,0.777269
1309,0.027551,0.768433
1310,0.020923,0.824141
1311,0.022417,0.811589
1312,0.030340,0.744994
1313,0.028888,0.757196
1314,0.025047,0.789484
1315,0.029812,0.749432
1316,0.027356,0.770077
1317,0.023477,0.802676
1318,0.019968,0.832169
1319,0.035664,0.700242
1320,0.024588,0.793334
1321,0.013621,0.885513
1322,0.009153,0.923069
1323,0.020052,0.831465
1324,0.010825,0.909015
1325,0.028196,0.763014
1326,0.005899,0.950420
1327,0.011797,0.900848
1328,0.018390,0.845433
1329,0.006901,0.941995
1330,0.005724,0.951892
1331,0.004741,0.960154
1332,0.015811,0.867108
1333,0.019393,0.837002
1334,0.013887,0.883276
1335,0.007847,0.934048
1336,0.013583,0.885831
1337,0.033355,0.719653
1338,0.035428,0.702229
1339,0.013033,0.890456
1340,0.018259,0.846531
1341,0.016135,0.864384
1342,0.014002,0.882312
1343,0.010589,0.910999
1344,0.026833,0.774470
1345,0.017024,0.856911
1346,0.024635,0.792939
1347,0.025472,0.785904
1348,0.015980,0.865689
1349,0.035170,0.704399
1350,0.009991,0.916028
1351,0.018068,0.848138
1352,0.011089,0.906801
1353,0.022602,0.810028
1354,0.011342,0.904673
1355,0.008194,0.931131
1356,0.009194,0.922728
1357,0.021096,0.822689
1358,0.020822,0.824988
1359,0.016814,0.858675
1360,0.036002,0.697404
1361,0.016123,0.864488
1362,0.018178,0.847210
1363,0.008652,0.927280
1364,0.036994,0.689068
1365,0.011408,0.904112
1366,0.008845,0.925661
1367,0.035589,0.700873
1368,0.022928,0.807291
1369,0.018982,0.840460
1370,0.036870,0.690105
1371,0.013643,0.885329
1372,0.010274,0.913644
1373,0.028589,0.759707
1374,0.003694,0.968953
1375,0.031666,0.733850
1376,0.005883,0.950553
1377,0.007555,0.936502
1378,0.028544,0.760086
1379,0.013567,0.885971
1380,0.021344,0.820603
1381,0.019421,0.836766
1382,0.040619,0.658599
1383,0.026213,0.779681
1384,0.012390,0.895860
1385,0.006839,0.942516
1386,0.016255,0.863379
1387,0.036046,0.697034
1388,0.021854,0.816321
1389,0.027362,0.770024
1390,0.036811,0.690606
1391,0.009292,0.921902
1392,0.036467,0.693498
1393,0.012874,0.891794
1394,0.010391,0.912666
1395,0.032429,0.727437
1396,0.035638,0.700462
1397,0.021344,0.820607
1398,0.032325,0.728304
1399,0.018570,0.843916
1400,0.032659,0.725501
1401,0.034134,0.713107
1402,0.012737,0.892947
1403,0.009144,0.923141
1404,0.044161,0.628825
1405,0.010122,0.914921
1406,0.034926,0.706450
1407,0.030636,0.742507
1408,0.011647,0.902103
1409,0.014569,0.877546
1410,0.024193,0.796657
1411,0.013177,0.889244
1412,0.028342,0.761784
1413,0.023710,0.800721
1414,0.003872,0.967456
1415,0.011481,0.903505
1416,0.006687,0.943799
1417,0.006434,0.945922
1418,0.019481,0.836265
1419,0.005922,0.950225
1420,0.014877,0.874958
1421,0.025698,0.784009
1422,0.007343,0.938286
1423,0.027580,0.768187
1424,0.010926,0.908171
1425,0.016430,0.861905
1426,0.012613,0.893988
1427,0.003988,0.966482
1428,0.028509,0.760381
1429,0.014194,0.880700
1430,0.026435,0.777817
1431,0.012269,0.896879
1432,0.008018,0.932607
1433,0.006255,0.947428
1434,0.032107,0.730138
1435,0.018427,0.845124
1436,0.016531,0.861058
1437,0.037921,0.681270
1438,0.029864,0.748989
1439,0.010347,0.913037
1440,0.012116,0.898168
1441,0.021400,0.820131
1442,0.009232,0.922409
1443,0.006401,0.946203
1444,0.006544,0.944995
1445,0.017915,0.849422
1446,0.037440,0.685313
1447,0.029558,0.751565
1448,0.014563,0.877602
1449,0.015382,0.870712
1450,0.008459,0.928906
1451,0.028703,0.758750
1452,0.008388,0.929496
1453,0.015873,0.866590
1454,0.016917,0.857816
1455,0.022126,0.814031
1456,0.017371,0.853994
1457,0.007922,0.933415
1458,0.033836,0.715612
1459,0.023004,0.806652
1460,0.007688,0.935384
1461,0.024944,0.790349
1462,0.023224,0.804802
1463,0.013227,0.888823
1464,0.031802,0.732707
1465,0.012312,0.896516
1466,0.013502,0.886514
1467,0.005732,0.951821
1468,0.006563,0.944836
1469,0.033414,0.719153
1470,0.037116,0.688041
1471,0.037978,0.680795
1472,0.039967,0.664078
1473,0.025578,0.785014
1474,0.012501,0.894931
1475,0.029030,0.755999
1476,0.029053,0.755810
1477,0.033235,0.720656
1478,0.029092,0.755480
1479,0.021285,0.821101
1480,0.024327,0.795532
1481,0.024540,0.793738
1482,0.024641,0.792893
1483,0.013694,0.884900
1484,0.006272,0.947283
1485,0.021588,0.818550
1486,0.028618,0.759466
1487,0.009011,0.924261
1488,0.009254,0.922222
1489,0.004867,0.959095
1490,0.005216,0.956160
1491,0.006857,0.942371
1492,0.006536,0.945065
1493,0.031138,0.738281
1494,0.022797,0.808393
1495,0.043147,0.637352
1496,0.042466,0.643072
1497,0.037440,0.685320
1498,0.043287,0.636169
1499,0.032176,0.729560
1500,0.029765,0.749829
1501,0.028816,0.757799
1502,0.030357,0.744848
1503,0.029453,0.752450
1504,0.024130,0.797185
1505,0.027249,0.770970
1506,0.035327,0.703077
1507,0.028441,0.760956
1508,0.032648,0.725592
1509,0.012243,0.897101
1510,0.007629,0.935875
1511,0.009812,0.917533
1512,0.014576,0.877491
1513,0.005080,0.957302
1514,0.004758,0.960011
1515,0.005506,0.953722
1516,0.006609,0.944447
1517,0.036674,0.691753
1518,0.044183,0.628646
1519,0.005186,0.956414
1520,0.006664,0.943991
1521,0.025385,0.786643
1522,0.031648,0.734001
1523,0.033984,0.714365
1524,0.035908,0.698194
1525,0.026692,0.775657
1526,0.025437,0.786202
1527,0.022322,0.812383
1528,0.017316,0.854460
1529,0.003698,0.968916
1530,0.007908,0.933529
1531,0.005419,0.954456
1532,0.006205,0.947848
1533,0.021872,0.816169
1534,0.025087,0.789140
1535,0.028266,0.762425
1536,0.028480,0.760626
1537,0.008394,0.929450
1538,0.020226,0.829998
1539,0.017884,0.849682
1540,0.041584,0.650483
1541,0.043786,0.631979
1542,0.041138,0.654234
1543,0.005243,0.955929
1544,0.006231,0.947628
1545,0.028446,0.760910
1546,0.032429,0.727437
1547,0.020605,0.826814
1548,0.023572,0.801874
1549,0.032898,0.723490
1550,0.035753,0.699496
1551,0.017298,0.854609
1552,0.022463,0.811200
1553,0.024159,0.796940
1554,0.020931,0.824079
1555,0.011045,0.907170
1556,0.010917,0.908245
1557,0.021972,0.815321
1558,0.018972,0.840537
1559,0.037689,0.683220
1560,0.030250,0.745747
1561,0.023347,0.803765
1562,0.023323,0.803973
1563,0.012297,0.896644
1564,0.008872,0.925430
1565,0.043437,0.634911
1566,0.040870,0.656487
1567,0.007891,0.933675
1568,0.009495,0.920194
1569,0.025865,0.782607
1570,0.013372,0.887608
1571,0.006945,0.941624
1572,0.016008,0.865452
1573,0.028334,0.761856
1574,0.019742,0.834072
1575,0.041113,0.654449
1576,0.028212,0.762874
1577,0.028406,0.761251
1578,0.026498,0.777282
1579,0.036188,0.695837
1580,0.025367,0.786788
1581,0.015409,0.870488
1582,0.023460,0.802815
1583,0.032722,0.724971
1584,0.033374,0.719492
1585,0.014425,0.878759
1586,0.010985,0.907671
1587,0.004500,0.962177
1588,0.010638,0.910590
1589,0.032736,0.724852
1590,0.035213,0.704038
1591,0.009607,0.919254
1592,0.017413,0.853648
1593,0.028140,0.763479
1594,0.009653,0.918868
1595,0.024686,0.792510
1596,0.006923,0.941811
1597,0.016137,0.864366
1598,0.022481,0.811046
1599,0.027212,0.771280
1600,0.033589,0.717682
1601,0.007953,0.933151
1602,0.011736,0.901361
1603,0.034794,0.707559
1604,0.031193,0.737825
1605,0.035722,0.699759
1606,0.033036,0.722329
1607,0.021102,0.822639
1608,0.031407,0.736027
1609,0.004856,0.959189
1610,0.019658,0.834772
1611,0.019639,0.834937
1612,0.023528,0.802247
1613,0.011690,0.901750
1614,0.022409,0.811654
1615,0.021418,0.819985
1616,0.027189,0.771478
1617,0.029974,0.748065
1618,0.021598,0.818469
1619,0.022744,0.808837
1620,0.004835,0.959365
1621,0.008681,0.927035
1622,0.021334,0.820686
1623,0.012851,0.891991
1624,0.018947,0.840749
1625,0.023201,0.804994
1626,0.032420,0.727507
1627,0.023086,0.805961
1628,0.020631,0.826595
1629,0.024346,0.795370
1630,0.026167,0.780069
1631,0.031581,0.734565
1632,0.008453,0.928950
1633,0.012178,0.897641
1634,0.013918,0.883019
1635,0.006026,0.949353
1636,0.014231,0.880386
1637,0.007076,0.940528
1638,0.013175,0.889261
1639,0.014292,0.879878
1640,0.019081,0.839623
1641,0.006462,0.945688
1642,0.009857,0.917148
1643,0.008126,0.931701
1644,0.015564,0.869183
1645,0.022651,0.809622
1646,0.029459,0.752395
1647,0.016713,0.859523
1648,0.005966,0.949855
1649,0.005896,0.950443
1650,0.019577,0.835455
1651,0.010929,0.908143
1652,0.003473,0.970813
1653,0.016988,0.857219
1654,0.006988,0.941267
1655,0.004113,0.965432
1656,0.004286,0.963974
1657,0.005460,0.954112
1658,0.007119,0.940162
1659,0.007246,0.939101
1660,0.024221,0.796421
1661,0.010598,0.910922
1662,0.008922,0.925014
1663,0.009871,0.917035
1664,0.026176,0.779987
1665,0.003064,0.974251
1666,0.005815,0.951126
1667,0.012020,0.898971
1668,0.020105,0.831021
1669,0.020862,0.824657
1670,0.024759,0.791901
1671,0.020517,0.827558
1672,0.039298,0.669698
1673,0.039561,0.667493
1674,0.019638,0.834945
1675,0.022004,0.815057
1676,0.036059,0.696922
1677,0.024241,0.796252
1678,0.005202,0.956274
1679,0.011716,0.901523
1680,0.027609,0.767950
1681,0.023200,0.805007
1682,0.019621,0.835088
1683,0.027098,0.772241
1684,0.017419,0.853590
1685,0.020341,0.829035
1686,0.003735,0.968604
1687,0.006833,0.942565
1688,0.003877,0.967417
1689,0.005090,0.957216
1690,0.019609,0.835185
1691,0.017713,0.851123
1692,0.033004,0.722605
1693,0.029217,0.754432
1694,0.039322,0.669495
1695,0.031574,0.734622
1696,0.012835,0.892124
1697,0.017561,0.852402
1698,0.006164,0.948190
1699,0.010622,0.910720
1700,0.011715,0.901534
1701,0.006939,0.941677
1702,0.010211,0.914178
1703,0.005693,0.952147
1704,0.019802,0.833560
1705,0.021989,0.815185
1706,0.025797,0.783172
1707,0.018076,0.848073
1708,0.019816,0.833443
1709,0.003684,0.969038
1710,0.016370,0.862412
1711,0.018687,0.842934
1712,0.005341,0.955111
1713,0.019538,0.835781
1714,0.012339,0.896292
1715,0.024328,0.795525
1716,0.017152,0.855837
1717,0.030213,0.746063
1718,0.033894,0.715122
1719,0.014460,0.878467
1720,0.034364,0.711168
1721,0.016553,0.860871
1722,0.020456,0.828070
1723,0.011041,0.907197
1724,0.006940,0.941670
1725,0.010985,0.907669
1726,0.003985,0.966502
1727,0.006271,0.947290
1728,0.023502,0.802465
1729,0.003985,0.966505
1730,0.006544,0.944994
1731,0.009449,0.920583
1732,0.021760,0.817108
1733,0.025642,0.784477
1734,0.030214,0.746047
1735,0.030146,0.746622
1736,0.028725,0.758567
1737,0.025553,0.785227
1738,0.028976,0.756456
1739,0.028543,0.760099
1740,0.020396,0.828570
1741,0.021865,0.816222
1742,0.015068,0.873355
1743,0.020674,0.826238
1744,0.028391,0.761371
1745,0.017873,0.849779
1746,0.028126,0.763602
1747,0.031640,0.734063
1748,0.006633,0.944254
1749,0.029292,0.753801
1750,0.007201,0.939471
1751,0.011447,0.903792
1752,0.025233,0.787913
1753,0.032713,0.725050
1754,0.015625,0.868668
1755,0.012259,0.896964
1756,0.028350,0.761720
1757,0.018639,0.843335
1758,0.025350,0.786930
1759,0.008202,0.931063
1760,0.020943,0.823978
1761,0.018252,0.846592
1762,0.021501,0.819280
1763,0.026974,0.773282
1764,0.009858,0.917142
1765,0.009843,0.917270
1766,0.025057,0.789399
1767,0.023732,0.800534
1768,0.018733,0.842550
1769,0.021660,0.817947
1770,0.021987,0.815203
1771,0.013451,0.886941
1772,0.017713,0.851126
1773,0.026735,0.775292
1774,0.034386,0.710986
1775,0.033857,0.715430
1776,0.004112,0.965438
1777,0.007866,0.933884
1778,0.010329,0.913184
1779,0.009151,0.923083
1780,0.018848,0.841583
1781,0.022367,0.812009
1782,0.018317,0.846050
1783,0.014477,0.878317
1784,0.028328,0.761907
1785,0.032943,0.723115
1786,0.033803,0.715888
1787,0.032589,0.726087
1788,0.009897,0.916819
1789,0.016507,0.861254
1790,0.037246,0.686944
1791,0.017949,0.849143
1792,0.013778,0.884193
1793,0.016267,0.863273
1794,0.020180,0.830384
1795,0.028899,0.757102
1796,0.010516,0.911617
1797,0.009189,0.922770
1798,0.030935,0.739990
1799,0.020156,0.830592
1800,0.012384,0.895910
1801,0.015925,0.866149
1802,0.030392,0.744552
1803,0.030902,0.740272
1804,0.029948,0.748290
1805,0.028702,0.758760
1806,0.007243,0.939125
1807,0.006514,0.945252
1808,0.027306,0.770496
1809,0.009135,0.923222
1810,0.022483,0.811030
1811,0.021677,0.817806
1812,0.024369,0.795175
1813,0.017213,0.855327
1814,0.024420,0.794752
1815,0.019356,0.837311
1816,0.030694,0.742017
1817,0.029683,0.750511
1818,0.024895,0.790759
1819,0.020025,0.831692
1820,0.031967,0.731321
1821,0.025666,0.784281
1822,0.028538,0.760137
1823,0.032248,0.728954
1824,0.005366,0.954902
1825,0.007616,0.935989
1826,0.006207,0.947834
1827,0.004695,0.960535
1828,0.005398,0.954627
1829,0.005242,0.955938
1830,0.011970,0.899395
1831,0.004531,0.961920
1832,0.033516,0.718299
1833,0.031506,0.735191
1834,0.030993,0.739502
1835,0.029157,0.754940
1836,0.013685,0.884981
1837,0.013589,0.885786
1838,0.015631,0.868620
1839,0.014944,0.874391
1840,0.019457,0.836468
1841,0.026672,0.775818
1842,0.017475,0.853119
1843,0.020603,0.826829
1844,0.022580,0.810216
1845,0.013638,0.885369
1846,0.016697,0.859659
1847,0.007617,0.935976
1848,0.021097,0.822682
1849,0.025813,0.783045
1850,0.024108,0.797373
1851,0.023584,0.801776
1852,0.022136,0.813948
1853,0.009362,0.921315
1854,0.011005,0.907500
1855,0.012834,0.892128
1856,0.028743,0.758417
1857,0.026716,0.775448
1858,0.021137,0.822343
1859,0.028410,0.761217
1860,0.008484,0.928692
1861,0.007736,0.934981
1862,0.027644,0.767651
1863,0.035038,0.705504
1864,0.006192,0.947953
1865,0.010882,0.908535
1866,0.011127,0.906477
1867,0.010962,0.907863
1868,0.026414,0.777986
1869,0.023004,0.806651
1870,0.033086,0.721911
1871,0.027669,0.767443
1872,0.011641,0.902157
1873,0.007922,0.933414
1874,0.025310,0.787272
1875,0.015855,0.866735
1876,0.033422,0.719092
1877,0.028001,0.764654
1878,0.012249,0.897049
1879,0.015445,0.870188
1880,0.020043,0.831542
1881,0.015269,0.871668
1882,0.022039,0.814764
1883,0.022408,0.811658
1884,0.021642,0.818101
1885,0.020066,0.831349
1886,0.025901,0.782298
1887,0.021869,0.816192
1888,0.032437,0.727366
1889,0.018814,0.841870
1890,0.006175,0.948101
1891,0.006178,0.948076
1892,0.011513,0.903233
1893,0.006953,0.941557
1894,0.029377,0.753086
1895,0.025888,0.782413
1896,0.026641,0.776086
1897,0.032191,0.729433
1898,0.018153,0.847421
1899,0.021311,0.820881
1900,0.015706,0.867989
1901,0.021591,0.818524
1902,0.020787,0.825288
1903,0.026918,0.773751
1904,0.005946,0.950020
1905,0.006043,0.949205
1906,0.023965,0.798570
1907,0.027963,0.764973
1908,0.025411,0.786418
1909,0.024238,0.796283
1910,0.008455,0.928936
1911,0.012781,0.892579
1912,0.005384,0.954749
1913,0.006938,0.941688
1914,0.028711,0.758686
1915,0.032273,0.728746
1916,0.029513,0.751939
1917,0.029816,0.749399
1918,0.027254,0.770926
1919,0.020836,0.824874
1920,0.013804,0.883976
1921,0.023841,0.799617
1922,0.005388,0.954714
1923,0.003897,0.967248
1924,0.027368,0.769969
1925,0.035235,0.703847
1926,0.031973,0.731266
1927,0.029009,0.756183
1928,0.034754,0.707890
1929,0.026785,0.774871
1930,0.027000,0.773065
1931,0.023431,0.803064
1932,0.009896,0.916822
1933,0.004461,0.962509
1934,0.017898,0.849567
1935,0.003950,0.966803
1936,0.028466,0.760746
1937,0.029381,0.753048
1938,0.023396,0.803354
1939,0.029402,0.752872
1940,0.022119,0.814092
1941,0.026060,0.780964
1942,0.029318,0.753583
1943,0.019952,0.832299
1944,0.027765,0.766634
1945,0.027098,0.772241
1946,0.015203,0.872215
1947,0.018715,0.842704
1948,0.020913,0.824224
1949,0.005878,0.950597
1950,0.015955,0.865901
1951,0.019143,0.839102
1952,0.031303,0.736896
1953,0.022074,0.814467
1954,0.013103,0.889869
1955,0.011433,0.903905
1956,0.004937,0.958508
1957,0.025011,0.789782
1958,0.021478,0.819473
1959,0.026087,0.780739
1960,0.026684,0.775721
1961,0.024438,0.794598
1962,0.024868,0.790984
1963,0.026655,0.775966
1964,0.021355,0.820515
1965,0.021898,0.815950
1966,0.027762,0.766657
1967,0.013604,0.885661
1968,0.017111,0.856180
1969,0.027574,0.768237
1970,0.017817,0.850248
1971,0.024553,0.793629
1972,0.023834,0.799676
1973,0.009484,0.920289
1974,0.005409,0.954538
1975,0.004746,0.960112
1976,0.008178,0.931262
1977,0.018654,0.843215
1978,0.034839,0.707179
1979,0.011889,0.900071
1980,0.019887,0.832853
1981,0.017860,0.849889
1982,0.033020,0.722466
1983,0.029794,0.749585
1984,0.020395,0.828580
1985,0.023492,0.802548
1986,0.019713,0.834312
1987,0.011896,0.900012
1988,0.018286,0.846304
1989,0.020436,0.828232
1990,0.024080,0.797610
1991,0.023587,0.801752
1992,0.006071,0.948974
1993,0.005032,0.957703
1994,0.004473,0.962408
1995,0.005222,0.956108
1996,0.004959,0.958322
1997,0.005397,0.954635
1998,0.024987,0.789982
1999,0.026923,0.773711
2000,0.024616,0.793105
2001,0.024643,0.792872
2002,0.021336,0.820673
2003,0.021666,0.817894
2004,0.030323,0.745138
2005,0.020206,0.830168
2006,0.021483,0.819435
2007,0.016342,0.862649
2008,0.003439,0.971097
2009,0.003426,0.971207
2010,0.000693,0.994175
2011,0.008955,0.924734
2012,0.002491,0.979062
2013,0.026685,0.775711
2014,0.011210,0.905780
2015,0.020583,0.827002
2016,0.024064,0.797739
2017,0.014373,0.879194
2018,0.020044,0.831529
2019,0.007334,0.938360
2020,0.012295,0.896662
2021,0.024205,0.796560
2022,0.006246,0.947503
2023,0.030850,0.740703
2024,0.006475,0.945579
2025,0.006195,0.947934
2026,0.005732,0.951826
2027,0.005140,0.956800
2028,0.020979,0.823668
2029,0.028103,0.763795
2030,0.013891,0.883246
2031,0.022660,0.809541
2032,0.006405,0.946163
2033,0.023092,0.805916
2034,0.027069,0.772489
2035,0.031184,0.737898
2036,0.002634,0.977859
2037,0.011196,0.905895
2038,0.033231,0.720697
2039,0.021263,0.821288
2040,0.031071,0.738850
2041,0.014374,0.879183
2042,0.035340,0.702964
2043,0.037192,0.687398
2044,0.031538,0.734926
2045,0.029290,0.753821
2046,0.014095,0.881533
2047,0.014971,0.874171
2048,0.019408,0.836878
2049,0.018369,0.845612
2050,0.003311,0.972173
2051,0.011490,0.903427
2052,0.022770,0.808617
2053,0.022283,0.812711
2054,0.028136,0.763514
2055,0.027438,0.769386
2056,0.026557,0.776788
2057,0.030428,0.744255
2058,0.019764,0.833884
2059,0.014662,0.876763
2060,0.012151,0.897870
2061,0.003620,0.969575
2062,0.021053,0.823052
2063,0.023173,0.805234
2064,0.020497,0.827721
2065,0.029043,0.755889
2066,0.020110,0.830978
2067,0.018111,0.847777
2068,0.023698,0.800821
2069,0.002599,0.978159
2070,0.002592,0.978216
2071,0.011224,0.905665
2072,0.005721,0.951918
2073,0.002211,0.981417
2074,0.016976,0.857315
2075,0.009149,0.923101
2076,0.020450,0.828119
2077,0.010169,0.914527
2078,0.031908,0.731810
2079,0.026036,0.781166
2080,0.028630,0.759369
2081,0.019864,0.833045
2082,0.022979,0.806858
2083,0.027030,0.772816
2084,0.027630,0.767767
2085,0.018248,0.846622
2086,0.027274,0.770766
2087,0.023491,0.802558
2088,0.029029,0.756012
2089,0.027015,0.772936
2090,0.025540,0.785332
2091,0.019982,0.832052
2092,0.016724,0.859433
2093,0.022690,0.809289
2094,0.017095,0.856316
2095,0.016421,0.861980
2096,0.031657,0.733921
2097,0.017628,0.851838
2098,0.004609,0.961264
2099,0.021774,0.816986
2100,0.025931,0.782046
2101,0.023271,0.804404
2102,0.028417,0.761155
2103,0.033091,0.721872
2104,0.033517,0.718288
2105,0.024560,0.793571
2106,0.023161,0.805334
2107,0.021735,0.817317
2108,0.019638,0.834942
2109,0.020411,0.828444
2110,0.017873,0.849777
2111,0.020329,0.829135
2112,0.026229,0.779548
2113,0.033118,0.721643
2114,0.022157,0.813769
2115,0.026495,0.777311
2116,0.020677,0.826209
2117,0.017961,0.849038
2118,0.018329,0.845942
2119,0.012559,0.894443
2120,0.016455,0.861696
2121,0.013942,0.882819
2122,0.016752,0.859202
2123,0.011722,0.901479
2124,0.021329,0.820729
2125,0.020754,0.825561
2126,0.021258,0.821322
2127,0.024030,0.798027
2128,0.013491,0.886607
2129,0.027253,0.770941
2130,0.013897,0.883194
2131,0.029319,0.753573
2132,0.014982,0.874079
2133,0.017249,0.855020
2134,0.022880,0.807698
2135,0.018373,0.845579
2136,0.006330,0.946800
2137,0.026878,0.774091
2138,0.002730,0.977051
2139,0.005727,0.951862
2140,0.031208,0.737695
2141,0.038679,0.674902
2142,0.009528,0.919917
2143,0.007221,0.939312
2144,0.010698,0.910083
2145,0.024214,0.796479
2146,0.021852,0.816332
2147,0.008087,0.932028
2148,0.012862,0.891896
2149,0.014272,0.880043
2150,0.021838,0.816451
2151,0.014798,0.875626
2152,0.023436,0.803018
2153,0.025439,0.786183
2154,0.016985,0.857245
2155,0.015359,0.870908
2156,0.017590,0.852154
2157,0.011906,0.899928
2158,0.021061,0.822980
2159,0.033537,0.718118
2160,0.021756,0.817142
2161,0.008511,0.928463
2162,0.010771,0.909467
2163,0.025889,0.782404
2164,0.024642,0.792884
2165,0.015171,0.872484
2166,0.010647,0.910508
2167,0.003385,0.971549
2168,0.014810,0.875523
2169,0.018962,0.840623
2170,0.025650,0.784413
2171,0.015796,0.867234
2172,0.018848,0.841584
2173,0.020519,0.827541
2174,0.016286,0.863118
2175,0.014682,0.876600
2176,0.016122,0.864498
2177,0.015552,0.869284
2178,0.029530,0.751803
2179,0.015321,0.871226
2180,0.029942,0.748334
2181,0.022261,0.812898
2182,0.006731,0.943424
2183,0.008638,0.927401
2184,0.008704,0.926839
2185,0.030316,0.745197
2186,0.027269,0.770806
2187,0.016435,0.861867
2188,0.018348,0.845787
2189,0.019608,0.835191
2190,0.018605,0.843626
2191,0.003541,0.970240
2192,0.011235,0.905570
2193,0.023488,0.802579
2194,0.022167,0.813683
2195,0.024943,0.790356
2196,0.027740,0.766843
2197,0.022626,0.809825
2198,0.022525,0.810675
2199,0.016158,0.864195
2200,0.015768,0.867469
2201,0.022310,0.812486
2202,0.025018,0.789728
2203,0.019995,0.831945
2204,0.013138,0.889577
2205,0.005807,0.951193
2206,0.020738,0.825699
2207,0.024938,0.790400
2208,0.011023,0.907355
2209,0.004471,0.962421
2210,0.008857,0.925556
2211,0.028794,0.757983
2212,0.026561,0.776752
2213,0.023985,0.798407
2214,0.015645,0.868503
2215,0.012108,0.898229
2216,0.043799,0.631866
2217,0.014382,0.879121
2218,0.012183,0.897598
2219,0.002671,0.977550
2220,0.017263,0.854907
