SITE_ID,DEFAULT_SITE_REF,SITE_TYPE,SITE_SUBTYPE,DEFAULT_SITE_NUM_SYS,SITE_NAME,SITE_SHORTNAME,ALL_SITE_REFERENCES,TEXT_REF,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID
61710545,61710545,Groundwater,Bore or Well,AWRC,North Gnangara Groundwater Investigation - NG3B,NG3B,23030883 [WIN_ID]; 61710545 [SITE_REF]; NG3B [TEXT_REF],NG3B,50,386208.71,6523419.41,-31.418293121,115.802826917,GDA2020
61715032,61715032,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM1A,AM1A,23041067 [WIN_ID]; 61715032 [SITE_REF],,50,356982.01,6531826.50,-31.339224168,115.496628442,GDA2020
61715033,61715033,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM2C,AM2C,23045692 [WIN_ID]; 61715033 [SITE_REF],,50,365686.06,6529659.85,-31.359806342,115.587806974,GDA2020
61715034,61715034,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM4C,AM4C,23045693 [WIN_ID]; 61715034 [SITE_REF],,50,383770.88,6535459.27,-31.309443526,115.778589316,GDA2020
61715035,61715035,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM4D,AM4D,23045694 [WIN_ID]; 61715035 [SITE_REF],,50,383762.01,6535461.47,-31.309422793,115.778496378,GDA2020
61715036,61715036,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM13B,AM13B,23045696 [WIN_ID]; 61715036 [SITE_REF],,50,374952.49,6516948.78,-31.475498780,115.683612212,GDA2020
61715037,61715037,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM13C,AM13C,23045695 [WIN_ID]; 61715037 [SITE_REF],,50,374956.82,6516951.00,-31.475479224,115.683658064,GDA2020
61715039,61715039,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM3A,AM3A,23046740 [WIN_ID]; 61715039 [SITE_REF],,50,367507.00,6536360.50,-31.299575162,115.607837776,GDA2020
61715040,61715040,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM7A,AM7A,23047073 [WIN_ID]; 61715040 [SITE_REF],,50,396643.08,6527693.04,-31.380718916,115.913031399,GDA2020
61715041,61715041,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM5B,AM5B,23047317 [WIN_ID]; 61715041 [SITE_REF]; AM5B [TEXT_REF],AM5B,50,375483.30,6527995.41,-31.375912570,115.690584432,GDA2020
61715042,61715042,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM5C,AM5C,23047318 [WIN_ID]; 61715042 [SITE_REF]; AM5C [TEXT_REF],AM5C,50,375478.98,6527995.66,-31.375909851,115.690539044,GDA2020
61715043,61715043,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM6B,AM6B,23047319 [WIN_ID]; 61715043 [SITE_REF],,50,387007.16,6529628.30,-31.362362564,115.811931255,GDA2020
61715044,61715044,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM6C,AM6C,23047320 [WIN_ID]; 61715044 [SITE_REF],,50,387014.63,6529633.01,-31.362320803,115.812010318,GDA2020
61715045,61715045,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM8B,AM8B,23047554 [WIN_ID]; 61715045 [SITE_REF],,50,369013.01,6522807.50,-31.421995209,115.621875646,GDA2020
61715046,61715046,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM2B,AM2B,23049806 [WIN_ID]; 61715046 [SITE_REF],,50,365662.08,6529654.32,-31.359853448,115.587554165,GDA2020
61715047,61715047,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM9B,AM9B,23050241 [WIN_ID]; 61715047 [SITE_REF],,50,380980.16,6522456.02,-31.426457740,115.747713952,GDA2020
61715048,61715048,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM9C,AM9C,23050242 [WIN_ID]; 61715048 [SITE_REF],,50,380985.41,6522461.26,-31.426411013,115.747769808,GDA2020
61715049,61715049,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM10B,AM10B,23050643 [WIN_ID]; 61715049 [SITE_REF],,50,392240.66,6521845.97,-31.433063896,115.866106116,GDA2020
61715050,61715050,Groundwater,Bore or Well,AWRC,Artesian Monitoring - AM10C,AM10C,23050644 [WIN_ID]; 61715050 [SITE_REF],,50,392225.55,6521855.43,-31.432977151,115.865948176,GDA2020
61715051,61715051,Groundwater,Bore or Well,AWRC,ARTESIAN MONITORING - AM76,AM76,23059757 [WIN_ID]; 61715051 [SITE_REF]; AM76 [TEXT_REF],AM76,50,372108.11,6528280.80,-31.372971120,115.655135827,GDA2020

